agegroup	male	ethnicity	var	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10
5	1	3	"other_neuro"	.022449	.0181108	.0223048	.0252069	.0232733	.0212972	.0145889	.0422535	.02491	.0228773
5	1	3	"ra_sle_psoriasis"	.0659864	.0479403	.0659851	.079383	.0593093	.0784124	.0689655	.1408451	.0546218	.0611527
5	1	3	"reduced_kidney_function_cat_2"	.1557823	.0625	.039653	.1572611	.8348348	.2817038	.9973475	0	0	.049714
5	1	3	"reduced_kidney_function_cat_3"	.0435374	.0127841	.0201363	.030474	.0045045	.0464666	0	0	.0336134	.0171579
5	1	3	"smoke_nomiss_2"	0	0	.3516109	1	.2792793	.4908035	.5039788	0	.4030612	.391553
5	1	3	"smoke_nomiss_3"	.1095238	.1235795	.0681537	0	.0930931	.0876089	.0835544	.1690141	.1305522	.0523537
5	1	3	"spleen"	0	.0017756	.0006196	.0003762	.0022523	.0014521	0	0	.0018007	.0008799
5	1	3	"stroke_dementia"	.0959184	.0465199	.0610285	.099699	.0945946	.1166505	.1074271	.0704225	.0732293	.0611527
5	0	4	"N"	.0100135	.0364005	.1248985	.2046008	.0569689	.0768606	.1063599	.2346414	.0918809	.0573748
5	0	4	"asthmacat_2"	.3648649	.1486989	.0736728	.1369048	.1353919	.2112676	.1590331	.1078431	.1693667	.1957547
5	0	4	"asthmacat_3"	0	.0483271	.0086674	.0185185	.0213777	.0316901	.0318066	.0213379	.0353461	.0400943
5	0	4	"cancer_exhaem_cat_2"	.0135135	.0074349	.0108342	.0039683	.0095012	.0035211	.0127226	.0051903	.0073638	.009434
5	0	4	"cancer_exhaem_cat_3"	.0135135	.0334572	.0195016	.0152116	.0261283	.0246479	.0216285	.0161476	.0265096	.0283019
5	0	4	"cancer_exhaem_cat_4"	.0675676	.0669145	.0606717	.0489418	.0570071	.0457746	.0636132	.0449827	.0648012	.0636792
5	0	4	"cancer_haem_cat_2"	0	0	0	0	0	.0017606	.0025445	.0011534	.0014728	.0023585
5	0	4	"cancer_haem_cat_3"	.027027	.0037175	0	.0019841	0	.0017606	.0025445	.0011534	.005891	.009434
5	0	4	"cancer_haem_cat_4"	0	.0074349	.0032503	.0066138	.0142518	.0123239	.0076336	.0051903	.0088365	.0117925
5	0	4	"chronic_cardiac_disease"	0	.2379182	0	.1164021	.1401425	.9947183	.1653944	0	0	.2004717
5	0	4	"chronic_liver_disease"	0	.0037175	.0065005	.0125661	.0118765	.0140845	.0076336	.0080738	.011782	.004717
5	0	4	"chronic_respiratory_disease"	.0135135	.0743494	.0368364	.0310847	.0475059	.0933099	.0534351	.0311419	.0721649	.0825472
5	0	4	"diabcat_2"	0	0	0	.3472222	0	.3661972	1	.3287197	.2650957	.4080189
5	0	4	"diabcat_3"	0	.9628253	0	.0509259	.1947743	.1338028	0	.083045	.0692194	.1320755
5	0	4	"diabcat_4"	.0540541	0	.071506	.0694444	.0712589	.0651408	0	.0576701	.0603829	.0495283
5	0	4	"htdiag_or_highbp"	0	.7620818	.7854821	.8055556	.8171021	.8978873	.8829517	.7993079	.7717232	.8113208
5	0	4	"imd_2"	.1351351	.1784387	.3315276	0	.2969121	.068662	.3104326	0	.095729	0
5	0	4	"imd_3"	.1756757	.3754647	.4842904	0	.5035629	.1179577	.5534351	0	.1458026	0
5	0	4	"imd_4"	0	.2936803	0	.9993386	0	0	0	0	0	.9929245
5	0	4	"imd_5"	0	.0037175	0	0	0	.7253521	0	1	.6686304	0
5	0	4	"obese4cat_2"	0	0	0	.2784392	1	.2183099	.2709924	.2658593	.179676	.2334906
5	0	4	"obese4cat_3"	.0135135	.2156134	.1105092	.0998677	0	.1883803	.1132316	.1349481	.1222386	.129717
5	0	4	"obese4cat_4"	0	.1672862	.0422535	.0403439	0	.0827465	.0458015	.0455594	.0456554	.0542453
5	0	4	"organ_transplant"	0	.0037175	.0021668	.0013228	.0023753	.0052817	.0025445	.0017301	.0029455	.0023585
5	0	4	"other_immunosuppression"	.0135135	.0074349	.0054171	.0119048	.0190024	.0088028	.0139949	.0098039	.0132548	.0141509
5	0	4	"other_neuro"	.0135135	.0148699	.007584	.0178571	.0071259	.0246479	.0165394	.0126874	.0235641	.0141509
5	0	4	"ra_sle_psoriasis"	.1216216	.0446097	.0444204	.0535714	.0451306	.084507	.043257	.0432526	.0677467	.0683962
5	0	4	"reduced_kidney_function_cat_2"	.0945946	.3866171	.2166847	.2242063	.2992874	.3521127	.2468193	.2370242	.2474227	.2476415
5	0	4	"reduced_kidney_function_cat_3"	0	.0594796	.0086674	.0152116	.023753	.0475352	.0165394	.0132641	.0132548	.0117925
5	0	4	"smoke_nomiss_2"	0	.1821561	0	0	.216152	.2834507	.2557252	0	1	.9976415
5	0	4	"smoke_nomiss_3"	.0540541	.0297398	.0140845	.0251323	.0142518	.0316901	.0229008	.0420992	0	0
5	0	4	"spleen"	0	0	.0065005	.010582	.0095012	.0035211	.0063613	.0051903	.0103093	.009434
5	0	4	"stroke_dementia"	0	.0966543	.0390032	.0502645	.0498812	.1514084	.0572519	.0536332	.0721649	.0872642
5	1	4	"N"	.1244392	.2005071	.1162473	.1236591	.0046811	.0354983	.0903062	.0667057	.1166374	.1213185
5	1	4	"asthmacat_2"	.1175549	.1079767	.1107383	.0741325	.125	.0934066	.0993521	.0672515	.1137124	.1157556
5	1	4	"asthmacat_3"	.0141066	.0126459	.0167785	.0078864	.0416667	0	.0043197	.0087719	.0133779	.0144695
5	1	4	"cancer_exhaem_cat_2"	.015674	.0223735	.0134228	.0141956	0	.010989	.0280778	.0087719	.0217391	.0128617
5	1	4	"cancer_exhaem_cat_3"	.0579937	.0359922	.0671141	.0536278	.0833333	.032967	.0691145	.0760234	.0602007	.0578778
5	1	4	"cancer_exhaem_cat_4"	.1159875	.1254864	.1258389	.104101	.0833333	.1263736	.1036717	.0789474	.1204013	.1205788
5	1	4	"cancer_haem_cat_2"	0	.0019455	0	0	0	.0054945	.0043197	0	.0033445	0
5	1	4	"cancer_haem_cat_3"	.0062696	.0019455	.0067114	.0078864	0	.0054945	.0086393	.005848	0	.0128617
5	1	4	"cancer_haem_cat_4"	.0062696	.0107004	.0167785	.0047319	.0416667	.021978	.0194384	.0087719	.0083612	.0144695
5	1	4	"chronic_cardiac_disease"	.2068966	.1731517	.2097315	.1656151	.2083333	.0549451	.1814255	.1842105	.180602	.2427653
5	1	4	"chronic_liver_disease"	.0141066	.0116732	.0050336	.011041	.0416667	0	.0064795	.0087719	.0133779	.0144695
5	1	4	"chronic_respiratory_disease"	.1285266	.0846303	.1006711	.0504732	0	.0659341	.0475162	.1491228	.0618729	.0916399
5	1	4	"diabcat_2"	.3714733	0	.2667785	.3154574	0	.2252747	.3434125	.3040936	.3344482	1
5	1	4	"diabcat_3"	.1410658	.2110895	.159396	.1182965	.2916667	.0494506	.1058315	.0964912	.0953177	0
5	1	4	"diabcat_4"	.0407524	.0826848	.0318792	.0615142	0	.043956	.0410367	.0350877	.0384615	0
5	1	4	"htdiag_or_highbp"	.799373	.7821012	.7902685	1	0	0	.7883369	.7309942	.784281	.8327974
5	1	4	"imd_2"	0	0	0	0	0	0	0	0	.9983277	0
5	1	4	"imd_3"	0	0	.7298658	0	0	0	.9978402	0	0	0
5	1	4	"imd_4"	.9702194	0	0	.8422713	0	.9945055	0	0	0	0
5	1	4	"imd_5"	0	.9990273	0	0	0	0	0	.9269006	0	.8553055
5	1	4	"obese4cat_2"	.1990596	.1887159	.1912752	.1766562	.0416667	.0769231	.1209503	.1052632	.2023411	.2090032
5	1	4	"obese4cat_3"	.0626959	.0350195	.0318792	.0457413	0	.0164835	.0280778	.0321637	.0535117	.0691318
5	1	4	"obese4cat_4"	.0125392	.0077821	.0083893	.0031546	0	0	.0107991	.0116959	.0033445	.0128617
5	1	4	"organ_transplant"	.0047022	.0019455	.0067114	.0063091	0	0	.0043197	.002924	.0033445	.0032154
5	1	4	"other_immunosuppression"	.0219436	.0184825	.011745	.0126183	.0833333	.032967	.0151188	.002924	.0150502	.0096463
5	1	4	"other_neuro"	.0219436	.0243191	.0151007	.0189274	.0416667	.0164835	.0064795	.0204678	.0217391	.0369775
5	1	4	"ra_sle_psoriasis"	.0297806	.0321012	.0469799	.0347003	.0416667	.043956	.0475162	.0584795	.0334448	.0385852
5	1	4	"reduced_kidney_function_cat_2"	.2664577	.2587548	.2684564	.2665615	.375	.2087912	.2591793	.2163743	.2541806	.2797428
5	1	4	"reduced_kidney_function_cat_3"	.0297806	.0252918	.0302013	.0299685	0	.0054945	.0237581	.0233918	.0167224	.0369775
5	1	4	"smoke_nomiss_2"	.968652	.5496109	1	0	0	0	0	0	.4949833	.6270096
5	1	4	"smoke_nomiss_3"	0	0	0	.1766562	0	.2912088	.2095032	1	.0769231	0
5	1	4	"spleen"	.0031348	.0048638	.0100671	.0015773	0	0	.0064795	.002924	.006689	.0032154
5	1	4	"stroke_dementia"	.0956113	.0700389	.0855705	.0662461	0	.010989	.0712743	.0935673	.0618729	.1045016
5	0	5	"N"	.0730186	.2136594	.1389545	.1492411	.1045531	.0372681	.0261383	.1878583	.0139966	.055312
5	0	5	"asthmacat_2"	.0623557	.1057616	.1092233	.1073446	.1145161	.0995475	0	.1202873	.1807229	.0762195
5	0	5	"asthmacat_3"	.0184758	.023678	.0157767	.0271186	.0306452	.0135747	0	.0170557	0	.0335366
5	0	5	"cancer_exhaem_cat_2"	.0069284	.0086819	.0024272	.0090395	.0064516	0	0	.0098743	.0361446	.0030488
5	0	5	"cancer_exhaem_cat_3"	.0254042	.0339384	.0206311	.0214689	.016129	0	0	.0206463	.0481928	.027439
5	0	5	"cancer_exhaem_cat_4"	.0531178	.035517	.0752427	.0429379	0	.9773756	0	.040395	0	.0396341
5	0	5	"cancer_haem_cat_2"	0	.0007893	0	.0022599	.0032258	0	0	.0017953	.0120482	0
5	0	5	"cancer_haem_cat_3"	.0023095	.0023678	0	.0045198	.0064516	0	0	.0008977	0	0
5	0	5	"cancer_haem_cat_4"	.0115473	.0102605	.0048544	.0067797	.0016129	.0135747	0	.0062837	.0120482	.0030488
5	0	5	"chronic_cardiac_disease"	.0715935	.1389108	.1019417	.1853107	.1322581	.1628959	0	.1059246	.0722892	.0792683
5	0	5	"chronic_liver_disease"	.0207852	.011839	.0169903	.0169492	.0048387	.0316742	0	.013465	.0240964	.0060976
5	0	5	"chronic_respiratory_disease"	.0577367	.0513023	.0449029	.0813559	.0806452	.1085973	0	.0547576	.1445783	.0487805
5	0	5	"diabcat_2"	.2170901	.3125493	.2524272	.3468927	.2483871	.2760181	0	.2737882	.433735	.1402439
5	0	5	"diabcat_3"	.0323326	.0931334	.0533981	.1152542	.05	.0859729	0	.059246	.0120482	.0609756
5	0	5	"diabcat_4"	.034642	.0347277	.032767	.0553672	.0193548	.0180995	0	.040395	0	.0518293
5	0	5	"htdiag_or_highbp"	0	1	.625	.9502825	.6225806	.6153846	0	.6247756	0	0
5	0	5	"imd_2"	0	0	1	0	.5322581	.1357466	0	0	0	0
5	0	5	"imd_3"	0	0	0	0	0	.158371	0	1	0	0
5	0	5	"imd_4"	.9838337	.691397	0	0	0	.1447964	0	0	0	0
5	0	5	"imd_5"	0	0	0	.9717514	0	.1493213	0	0	0	.9512195
5	0	5	"obese4cat_2"	.1200924	.1681136	.1140777	.2079096	.1451613	.1266968	0	.1355476	.060241	.1859756
5	0	5	"obese4cat_3"	.0277136	.0678769	.0364078	.0870057	.0451613	.0950226	0	.043088	.0240964	.0426829
5	0	5	"obese4cat_4"	.0069284	.0260458	.0109223	.0440678	.0129032	.0180995	0	.0170557	.0120482	.0152439
5	0	5	"organ_transplant"	.0023095	.0031571	.0024272	.0045198	.0016129	.0180995	0	.0008977	0	0
5	0	5	"other_immunosuppression"	0	.0031571	.0036408	.0067797	.0048387	.0045249	0	.0044883	0	.0030488
5	0	5	"other_neuro"	.0069284	.0181531	.0048544	.0079096	.0096774	.0090498	0	.016158	.060241	.0152439
5	0	5	"ra_sle_psoriasis"	.0877598	.0710339	.0582524	.0632768	.0709677	.040724	0	.0475763	.0481928	.0579268
5	0	5	"reduced_kidney_function_cat_2"	.0854503	.1586425	.098301	.2067797	.1548387	.1855204	0	.1113106	.0240964	.0579268
5	0	5	"reduced_kidney_function_cat_3"	.0023095	.0094712	.006068	.0124294	.0096774	.0045249	0	.008079	0	0
5	0	5	"smoke_nomiss_2"	.2240185	.1973165	0	.2531073	1	.7104073	0	.2621185	0	.2164634
5	0	5	"smoke_nomiss_3"	.0669746	.0576164	.0631068	.0768362	0	.0045249	0	.0475763	.2168675	.0579268
5	0	5	"spleen"	0	.0023678	.0048544	.0022599	.0048387	.0135747	0	.0035907	0	.0030488
5	0	5	"stroke_dementia"	.0207852	.0489345	.0449029	.059887	.0580645	.0542986	0	.037702	.0963855	.0304878
5	1	5	"N"	.0785554	.0948786	.0987554	.0648847	.1789431	.0926342	.1469088	.091614	.0546827	.0981432
5	1	5	"asthmacat_2"	.0545455	.0709677	.0991736	.1383648	.0946408	.1211454	.1180556	.0512249	.0746269	.0644491
5	1	5	"asthmacat_3"	.0025974	.0043011	.0206612	.0314465	.018244	.0154185	.0166667	.0111359	.0186567	0
5	1	5	"cancer_exhaem_cat_2"	.0103896	.0043011	.0247934	.0188679	.0159635	.0132159	.0138889	.0066815	0	.006237
5	1	5	"cancer_exhaem_cat_3"	.012987	.0344086	.035124	.0408805	.031927	.0418502	.0361111	.0222717	.0559702	.012474
5	1	5	"cancer_exhaem_cat_4"	.0207792	.0537634	.0702479	.0503145	.063854	.0792952	.0708333	.0489978	.1007463	.045738
5	1	5	"cancer_haem_cat_2"	0	0	0	.0062893	.0034208	0	0	.0022272	0	.002079
5	1	5	"cancer_haem_cat_3"	.0025974	.0086022	.0082645	.0031447	.004561	.0110132	.0013889	.0044543	.0037313	0
5	1	5	"cancer_haem_cat_4"	0	.0064516	.0041322	.0062893	.0079818	.0154185	.0069444	.0066815	.0037313	.002079
5	1	5	"chronic_cardiac_disease"	.0311688	.0924731	.7334711	.4748428	.1630559	.4229075	.1902778	.0890869	.1716418	.022869
5	1	5	"chronic_liver_disease"	.0233766	.0086022	.0206612	.0251572	.018244	.0154185	.0125	.0200445	.0223881	.008316
5	1	5	"chronic_respiratory_disease"	.0753247	.0473118	.1404959	.1006289	.1014823	.1740088	.1152778	.0489978	.0970149	.02079
5	1	5	"diabcat_2"	.0415584	.2258064	.8657025	0	.2987457	.6211454	.3375	.1581292	.2164179	0
5	1	5	"diabcat_3"	.0155844	.0602151	0	.9685535	0	.0572687	.0541667	.0512249	.0186567	.0748441
5	1	5	"diabcat_4"	.0233766	.0580645	.0144628	.0031447	.054732	.0242291	.0402778	.077951	.0261194	.04158
5	1	5	"htdiag_or_highbp"	.3376623	.6129032	.8202479	.8238994	.8654504	.7907489	.5722222	.8841871	0	.4864865
5	1	5	"imd_2"	0	0	0	.0566038	0	.9845815	0	0	0	1
5	1	5	"imd_3"	0	1	.1384297	.172956	.2976055	0	0	0	.5186567	0
5	1	5	"imd_4"	0	0	.0764463	.1509434	0	0	.9902778	.7104677	0	0
5	1	5	"imd_5"	.7194805	0	.4442149	.3805031	.4275941	0	0	0	0	0
5	1	5	"obese4cat_2"	.0363636	.1139785	.1880165	.2515723	.1938426	.2885463	.1763889	.1046771	.0783582	.0498961
5	1	5	"obese4cat_3"	.0077922	.0107527	.0475207	.0943396	.0444698	.0418502	.0319444	.0244989	.0186567	.010395
5	1	5	"obese4cat_4"	.0051948	0	.0144628	.0188679	.0125428	.0088106	.0083333	.0066815	.0037313	.002079
5	1	5	"organ_transplant"	0	0	.0082645	.0125786	.0022805	.0066079	.0069444	.0066815	.0037313	.004158
5	1	5	"other_immunosuppression"	.0051948	.0043011	.0082645	.0125786	.013683	.0088106	.0069444	.0044543	.0074627	.002079
5	1	5	"other_neuro"	.0077922	.0107527	.0268595	.009434	.0250855	.0176211	.0208333	.0244989	.0186567	.018711
5	1	5	"ra_sle_psoriasis"	.0181818	.027957	.0764463	.0754717	.054732	.0594714	.0569444	.0556793	.0708955	.035343
5	1	5	"reduced_kidney_function_cat_2"	.0467532	.116129	.2231405	.3930818	.1812999	.1960352	.1555556	.0846325	.1007463	.0561331
5	1	5	"reduced_kidney_function_cat_3"	.0025974	.0021505	.0268595	.0471698	.0079818	.0066079	.0180556	.013363	.0037313	.002079
5	1	5	"smoke_nomiss_2"	0	0	.3326446	.6352201	.995439	.6828194	.775	0	.9701493	.3804574
5	1	5	"smoke_nomiss_3"	.2857143	.2107527	.1921488	.072327	0	.0814978	.0027778	.3697105	0	.0893971
5	1	5	"spleen"	0	0	0	0	.0034208	.0066079	0	.0022272	0	.002079
5	1	5	"stroke_dementia"	.0233766	.0430108	.1239669	.1194969	.0763968	.0572687	.0569444	.0512249	.0559702	.022869
6	0	1	"N"	.1442	.2147	.00705	.0389	.05155	.12185	.19925	.03555	.02065	.1663
6	0	1	"asthmacat_2"	.09362	.1280857	0	.1028278	.1387003	.1095609	.1199498	.1181435	.094431	.1004209
6	0	1	"asthmacat_3"	.0162968	.0367955	0	.0231362	.0310378	.0217481	.0361355	.0379747	.0266344	.0189417
6	0	1	"cancer_exhaem_cat_2"	.0114424	.0146716	0	.0064267	.0116392	.0086172	.0120452	.021097	.0096852	.0084185
6	0	1	"cancer_exhaem_cat_3"	.0225381	.0328365	0	.0269923	.0329777	.0250308	.0356336	.0267229	.0532688	.0291642
6	0	1	"cancer_exhaem_cat_4"	.1182386	.1264555	0	.1156812	.1076625	.1103816	.1214555	.137834	.1113801	.1199639
6	0	1	"cancer_haem_cat_2"	.0003467	.0020959	0	0	.0009699	.0020517	.0012547	0	.0024213	.0021046
6	0	1	"cancer_haem_cat_3"	.0048544	.0032604	0	.003856	.0058196	.0057448	.0060226	.0014065	.0121065	.0045099
6	0	1	"cancer_haem_cat_4"	.0072816	.0097811	0	.0102828	.013579	.0098482	.0115433	.0084388	.0072639	.0144317
6	0	1	"chronic_cardiac_disease"	.1761442	.2764322	0	.2506427	.1745878	.2478457	.3473024	.257384	.1719128	.2934456
6	0	1	"chronic_liver_disease"	.0045076	.0074523	0	.0115681	.0067895	.0028724	.0065245	.0070323	.0024213	.0045099
6	0	1	"chronic_respiratory_disease"	.0540915	.1597578	0	.1362468	.1842871	.0713993	.1851945	.1153305	.31477	.0730607
6	0	1	"diabcat_2"	0	.1790871	0	0	.1105723	.1485433	.2050188	.9789029	.0121065	.1791942
6	0	1	"diabcat_3"	.0440361	.0547275	0	.0411311	.0213385	.0381617	.0652447	0	.031477	.0529164
6	0	1	"diabcat_4"	.0211512	.021891	0	.0308483	.014549	.019286	.0223338	0	.0193705	.0255562
6	0	1	"htdiag_or_highbp"	.9011789	.9983698	0	.6940874	0	.8091916	.8644918	.8340366	.2421308	.8547805
6	0	1	"imd_2"	0	.2240335	0	0	.2162949	1	.2135508	0	0	0
6	0	1	"imd_3"	.4018724	.2140196	0	0	.2182347	0	.2097867	.2601969	.0290557	.2645821
6	0	1	"imd_4"	.2090846	.1825804	0	0	.171678	0	.1834379	.2461322	.8014528	.2396272
6	0	1	"imd_5"	0	.1525384	0	.9280205	.1251212	0	.1784191	.1926864	0	.1987372
6	0	1	"obese4cat_2"	.1241331	.1464835	0	.125964	.1047527	.1444399	.1879548	.1940928	.1138014	.1530367
6	0	1	"obese4cat_3"	.0284327	.0503027	0	.0462725	.0174588	.0410341	.0627353	.0590717	.0145278	.0625376
6	0	1	"obese4cat_4"	.0065881	.0176991	0	.0218509	.0077595	.0123102	.0200753	.0337553	0	.018641
6	0	1	"organ_transplant"	.0003467	.0004658	0	0	0	.0008207	.0005019	0	0	0
6	0	1	"other_immunosuppression"	.0020804	.0016302	0	.0025707	.0048497	.001231	.0012547	0	0	.0030066
6	0	1	"other_neuro"	.0225381	.0204937	0	.0308483	.028128	.020517	.0205772	.0196906	.0411622	.0165364
6	0	1	"ra_sle_psoriasis"	.0606796	.0922217	0	.0681234	.086324	.0722199	.093601	.0703235	.1380145	.0670475
6	0	1	"reduced_kidney_function_cat_2"	0	0	0	.0077121	0	.378334	1	0	.0387409	.999098
6	0	1	"reduced_kidney_function_cat_3"	.04681	.0873312	0	.0578406	.0174588	.0340583	0	.0886076	.0290557	0
6	0	1	"smoke_nomiss_2"	0	.9983698	0	0	.9747818	0	1	0	0	0
6	0	1	"smoke_nomiss_3"	.0312067	.0002329	0	.155527	0	.0594994	0	.1012658	.377724	.0667468
6	0	1	"spleen"	.0027739	.0037261	0	0	.0009699	.0020517	.0027604	.0028129	.0024213	.002706
6	0	1	"stroke_dementia"	.1119972	.1280857	0	.1645244	.0931135	.1198194	.144542	.1237693	.0750605	.1295851
6	1	1	"N"	.1722	.00885	.1322	.0463	.11665	.02575	.1444	.2139	.1002	.03955
6	1	1	"asthmacat_2"	.0958188	.1299435	.0975794	.100432	.0861552	.0679612	.1000693	.0967742	.0868263	.0922882
6	1	1	"asthmacat_3"	.0182927	.0169492	.02118	.0205184	.0154308	.0213592	.0207756	.0196353	.0249501	.0164349
6	1	1	"cancer_exhaem_cat_2"	.017712	0	.0185325	.0183585	.0244321	.038835	.0190443	.0208041	.0149701	.0151707
6	1	1	"cancer_exhaem_cat_3"	.0528455	.079096	.0525719	.0550756	.0531504	.0446602	.0554017	.0544647	.0518962	.0442478
6	1	1	"cancer_exhaem_cat_4"	.159698	.2881356	.131997	.161987	.1500214	.1669903	.1523546	.1512389	.1392216	.1378002
6	1	1	"cancer_haem_cat_2"	.0020325	0	.0018911	.0021598	.0038577	.0019417	.001385	.00187	.003992	.0012642
6	1	1	"cancer_haem_cat_3"	.0063879	.0169492	.0056732	.0075594	.0072868	.0038835	.0076177	.0037401	.008483	.0050569
6	1	1	"cancer_haem_cat_4"	.014518	.0056497	.0113464	.0140389	.0188598	.0213592	.0138504	.0116877	.0164671	.0126422
6	1	1	"chronic_cardiac_disease"	.4407665	.4180791	.4130106	.3336933	.4016288	.3300971	.3691136	.387798	.3403194	.2945638
6	1	1	"chronic_liver_disease"	.0060976	0	.0071861	.0064795	.0068581	.0019417	.0069252	.0065451	.003992	.0037927
6	1	1	"chronic_respiratory_disease"	.1721835	.1468927	.2291982	.1533477	.1495928	.1300971	.1842105	.1678354	.1971058	.0897598
6	1	1	"diabcat_2"	.2131243	.0960452	.2318457	.1209503	.226318	.1339806	.1970222	.1998598	.2025948	.1795196
6	1	1	"diabcat_3"	.075784	.0508475	.0677005	.0237581	.0745821	.031068	.0702909	.0736325	.0658683	.0429836
6	1	1	"diabcat_4"	.0180023	.0282486	.0238275	.0183585	.0175739	.0135922	.0183518	.0163628	.0154691	.0139064
6	1	1	"htdiag_or_highbp"	.7758421	0	.7859304	0	.9069867	0	.9996538	.7657784	.7619761	.9759797
6	1	1	"imd_2"	0	0	0	1	1	0	.5072715	0	0	0
6	1	1	"imd_3"	0	0	0	0	0	0	0	1	0	0
6	1	1	"imd_4"	.4172474	0	0	0	0	0	0	0	1	0
6	1	1	"imd_5"	0	0	.9992436	0	0	0	0	0	0	0
6	1	1	"obese4cat_2"	.1454704	.0564972	.1641452	.0658747	.1577368	.0912621	.1572022	.1477326	.1516966	.1175727
6	1	1	"obese4cat_3"	.0301974	.0112994	.0427383	.0107991	.0261466	.0135922	.0335873	.0273492	.0339321	.0176991
6	1	1	"obese4cat_4"	.0075494	0	.0098336	.0043197	.0055722	.0019417	.0072715	.0058439	.008483	.0063211
6	1	1	"organ_transplant"	.0014518	.0056497	.0011346	.0010799	.0008573	0	.0010388	.0004675	0	0
6	1	1	"other_immunosuppression"	.0026132	.0056497	.0015129	.0010799	.0025718	0	.0020776	.0023375	.000998	.0025284
6	1	1	"other_neuro"	.0203252	.0508475	.0257186	.0442765	.0334333	.031068	.0311634	.0268817	.0279441	.0252845
6	1	1	"ra_sle_psoriasis"	.0769454	.0564972	.0695915	.0615551	.0728675	.0815534	.0761773	.0670874	.0733533	.05689
6	1	1	"reduced_kidney_function_cat_2"	.9663182	0	.4304085	.1846652	.702529	0	0	.4048621	0	0
6	1	1	"reduced_kidney_function_cat_3"	0	.0112994	.0453858	.0183585	.0188598	.031068	.0848338	.0413745	.0843313	.0619469
6	1	1	"smoke_nomiss_2"	.6739256	0	.702345	.6814255	.4654951	.984466	.9996538	.687237	.6851298	0
6	1	1	"smoke_nomiss_3"	.0368757	.180791	.0835855	.0367171	.0728675	0	0	.0416082	.0598802	.0670038
6	1	1	"spleen"	.0026132	0	.0022693	.0021598	.0021432	.0038835	.0027701	.0032726	.002994	.0025284
6	1	1	"stroke_dementia"	.1466318	.2090396	.1565809	.0982721	.1675954	.0912621	.1499307	.1437588	.1427146	.1099874
6	0	2	"N"	.0330578	.1900826	.1039945	.0902204	.0130854	.0606061	.1177686	.1907714	.0971074	.1033058
6	0	2	"asthmacat_2"	.2083333	.1413043	.1655629	.2061069	0	.1931818	.0526316	.1299639	.1702128	.22
6	0	2	"asthmacat_3"	0	.0217391	.0264901	.0305344	1	.0113636	.005848	.0144404	.0141844	.02
6	0	2	"cancer_exhaem_cat_2"	0	.0108696	.0066225	.0305344	0	0	.0175439	.0144404	0	.0266667
6	0	2	"cancer_exhaem_cat_3"	.0208333	.0217391	.0264901	.0229008	.0526316	.0227273	.0116959	.0397112	.0212766	.0066667
6	0	2	"cancer_exhaem_cat_4"	.0416667	.0507246	.0529801	.0763359	.0526316	.0909091	.0409357	.0974729	.1205674	.12
6	0	2	"cancer_haem_cat_2"	0	0	0	0	0	.0113636	0	0	0	.0066667
6	0	2	"cancer_haem_cat_3"	0	.0108696	.0066225	0	0	0	.005848	.0036101	0	.0133333
6	0	2	"cancer_haem_cat_4"	0	0	0	.0152672	0	0	0	.0144404	0	0
6	0	2	"chronic_cardiac_disease"	.1666667	0	.3642384	1	.1578947	.4659091	.0701754	.234657	.2269503	.2466667
6	0	2	"chronic_liver_disease"	0	.0144928	.013245	0	0	0	0	.0108303	.0070922	.0066667
6	0	2	"chronic_respiratory_disease"	.0833333	.0615942	.0463576	.0458015	.6315789	.1818182	.0292398	.0830325	.070922	.08
6	0	2	"diabcat_2"	.7916667	.326087	.5960265	.4198473	.3157895	.1931818	0	.3032491	.3120568	.1133333
6	0	2	"diabcat_3"	0	.1123188	.0662252	.1679389	.0526316	.0568182	.122807	.0974729	.1134752	.1266667
6	0	2	"diabcat_4"	0	.0507246	.0198676	.0534351	0	.0227273	.0643275	.0469314	.0851064	.0466667
6	0	2	"htdiag_or_highbp"	.625	.8478261	.8609272	.9236641	.7368421	.75	.8888889	.8736462	.8794326	.8466667
6	0	2	"imd_2"	.5833333	0	0	.0076336	.0526316	.8409091	0	0	0	.9733334
6	0	2	"imd_3"	0	0	0	0	.2105263	0	0	1	0	0
6	0	2	"imd_4"	0	0	.9006622	0	.2631579	0	.7894737	0	.680851	0
6	0	2	"imd_5"	0	1	0	.7251908	.1052632	0	0	0	0	0
6	0	2	"obese4cat_2"	.1875	.2028985	.2715232	.2442748	.4210526	.1022727	.0760234	.1588448	.1631206	.1533333
6	0	2	"obese4cat_3"	.0208333	.0869565	.0596026	.1145038	0	.0568182	.0701754	.0577617	.0780142	.0466667
6	0	2	"obese4cat_4"	.0208333	.0362319	.0331126	.0381679	0	.0227273	.0350877	.0216607	.0141844	.0066667
6	0	2	"organ_transplant"	0	0	0	.0076336	0	0	0	.0036101	0	0
6	0	2	"other_immunosuppression"	.0208333	0	.0066225	0	0	.0113636	0	.0036101	0	0
6	0	2	"other_neuro"	.0416667	.0217391	.0264901	.0305344	.1052632	.0227273	.0116959	.0144404	.0283688	.0266667
6	0	2	"ra_sle_psoriasis"	.0416667	.0326087	.0198676	.1068702	0	.1818182	.0350877	.0469314	.0851064	.0333333
